First,Last,birthyear,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Tim,Catalfo,,0.39,100%,0.77,33%,0,0%,0%,0
Jenna,Castillo,1982,3.24,56%,2.01,57%,1.68,100%,100%,0
Raul,Castillo,,1.47,48%,3.27,60%,0,0%,0%,0
Danny,Castillo,1979,2.57,42%,1.96,62%,2.95,38%,63%,0.2
Gil,Castillo,1965,0.6,45%,2.22,44%,3.33,45%,50%,0
Eric,Castile,,0,0%,0,0%,0,0%,0%,0
John,Castaneda,1991,4.79,50%,4.99,56%,1.92,37%,71%,0.2
Joe,Cason,1988,4.17,55%,10.83,23%,0,0%,0%,0
Dwayne,Cason,,0,0%,0,0%,0,0%,0%,0
Bendy,Casimir,1980,0.74,27%,3.42,54%,0,0%,100%,0
Brandon,Cash,,5.42,72%,0.68,33%,10.17,66%,0%,0
Cortney,Casey,1987,4.29,39%,4,55%,0.39,31%,39%,0.5
Kevin,Casey,1981,2.27,53%,3.76,46%,0.79,22%,27%,0.4
Johnny,Case,1989,3.95,38%,2.66,61%,1.7,45%,72%,0.2
Shane,Carwin,1975,4.38,47%,3.53,53%,1.42,33%,42%,0
Rafael,Carvalho,1986,1.94,50%,1.84,54%,2.77,40%,70%,0
Antonio,Carvalho,1979,3.03,29%,3.62,64%,0,0%,100%,0
Bruno,Carvalho,1982,0.6,45%,0.93,53%,0,0%,66%,4
Jack,Cartwright,1994,0.8,38%,3.33,29%,6,66%,0%,2
Shonie,Carter,1972,1.62,36%,2.32,47%,0.75,66%,75%,0
Scott,Carson,,0.62,66%,6.22,23%,0,0%,0%,0
Jonny,Carson,,0,0%,0,0%,0,0%,0%,0
Roger,Carroll,,7.62,61%,10.48,43%,0,0%,100%,0
Cain,Carrizosa,1986,2.72,42%,5.8,51%,0,0%,14%,0
Cody,Carrillo,,0,0%,0,0%,0,0%,0%,0
Gabriel,Carrasco,,4.15,37%,1.53,80%,0,0%,100%,0
Clayton,Carpenter,1996,4.5,51%,2.85,60%,2.47,50%,0%,2.5
Tim,Caron,1987,0.59,50%,6.9,12%,0,0%,0%,0
Luana,Carolina,1993,4.65,50%,4,47%,0.15,25%,76%,0.7
Ariane,Carnelossi,1992,3.04,40%,4.72,43%,1.62,55%,8%,0.3
Roan,Carneiro,1978,1.46,46%,1.82,62%,3.05,42%,83%,1.4
Liz,Carmouche,1984,2.78,54%,2.51,61%,2.57,51%,65%,0.3
Francis,Carmont,1981,2.22,42%,1.64,59%,1.79,36%,73%,0.6
Spike,Carlyle,1993,2.55,54%,3.85,30%,3.34,36%,57%,0.5
Antonio,Junior,1990,1.95,42%,2.14,52%,3.42,39%,53%,0.8
Don,Clauss,,1.44,30%,7.68,43%,0,0%,66%,0
Rafael,Carino,,0,0%,0,0%,0,0%,0%,0
Ronald,Carillo,,0,0%,0,0%,0,0%,0%,0
Chris,Cariaso,1981,3.35,43%,2.23,61%,1.11,39%,57%,0.8
Edgar,Cardenas,,0,0%,0,0%,0,0%,0%,0
Phil,Cardella,1976,2.47,50%,2,57%,0,0%,11%,2.5
Remo,Cardarelli,,2.27,47%,1.47,59%,0,0%,100%,0
Bryan,Caraway,1984,2.53,34%,3.61,54%,2.57,25%,80%,0.8
Dos,,1977,0.77,23%,1.2,59%,0,0%,72%,0
Gina,Carano,1982,4.5,47%,2.66,64%,1.24,66%,85%,1.6
Frank,Caracci,,0,0%,0,0%,0,0%,0%,0
Phil,Caracappa,1992,2.93,50%,4.07,29%,1,8%,100%,1
Paul,Capaldo,1996,0,0%,0,0%,0,0%,0%,0
Steve,Cantwell,1986,3.63,34%,5.76,55%,0.65,30%,80%,0.7
Bo,Cantrell,1969,3.16,16%,12.63,0%,0,0%,0%,0
Cody,Canterbury,,0,0%,0,0%,0,0%,0%,0
Jose,Canseco,1964,0.78,10%,4.68,62%,0,0%,0%,0
Jared,Cannonier,1984,4.68,52%,4.13,59%,0.44,42%,63%,0
Guido,Cannetti,1979,3.44,55%,2.84,51%,2.27,55%,64%,0.4
Luiz,Cane,1981,4.79,41%,5,60%,0.56,28%,100%,0.3
Ronaldo,Candido,1989,1.67,42%,3.87,52%,8,53%,0%,5
Carlos,Candelario,1991,3.97,46%,5.17,44%,2.28,36%,53%,0.3
Asbel,Cancio,,0,0%,0,0%,0,0%,0%,0
Chico,Camus,1985,2.58,41%,2.46,64%,0.77,40%,72%,0.4
Aleksa,Camur,1995,4.73,57%,4.26,54%,0.46,22%,50%,0
Will,Campuzano,1986,2.43,31%,3.82,57%,0.88,45%,48%,0.2
Derek,Campos,1988,2.41,23%,10.34,44%,0,0%,0%,0
Wagner,Campos,1981,1.54,41%,2.53,51%,2.71,100%,0%,0
John,Campetella,,0,0%,0,0%,0,0%,0%,0
Charlie,Campbell,1995,11.03,54%,5.42,60%,0,0%,100%,0
Shane,Campbell,1987,3.99,59%,3.19,55%,1.36,28%,82%,0
Thomas,Campbell,,0,0%,0,0%,0,0%,0%,0
Mike,Campbell,,1.4,26%,1.4,63%,5.26,100%,0%,0
Ricky,Camp,,0,0%,0,0%,0,0%,0%,0
Brian,Camozzi,1991,3.15,26%,6.39,54%,0,0%,0%,0.7
Chris,Camozzi,1986,3.57,44%,2.96,56%,0.27,19%,57%,0.5
Fabricio,Camoes,1978,1.29,33%,1.85,61%,2.34,32%,20%,1.5
Frank,Camacho,1989,6.56,46%,7.44,51%,1.11,31%,73%,0
Joe,Camacho,1972,0.31,17%,5,42%,0,0%,0%,0
Cynthia,Calvillo,1987,4.41,38%,4.12,64%,1.8,44%,77%,0.8
Taylor,Callens,1991,0,0%,0,0%,0,0%,0%,0
Darrion,Caldwell,1987,0.85,34%,0.57,60%,3.41,66%,100%,0.8
Ricky,Calatayud,1982,0,0%,0,0%,0,0%,0%,0
Travis,Calanoc,,0,0%,0,0%,0,0%,0%,0
Priscila,Cachoeira,1988,4.12,43%,7.13,45%,0.18,33%,65%,0
Vince,Cachero,1989,3.29,45%,6.51,43%,0,0%,18%,0.5
Alex,Caceres,1988,4.16,50%,2.93,63%,0.56,68%,64%,0.7
Alvin,Cacdac,,1.21,66%,0.61,0%,0,0%,0%,0
Yan,Cabral,1983,2.02,47%,1.98,62%,2.89,35%,37%,1.2
Michael,Byrnes,1990,0,0%,0,0%,0,0%,0%,0
Steve,Byrnes,,1.2,51%,2.67,27%,3,60%,0%,4
Charles,Byrd,1983,3.43,55%,2.63,55%,2.5,50%,40%,1.5
Dennis,Buzukja,1997,3.3,43%,4.93,40%,0.98,30%,73%,0.3
JP,Buys,1996,1.88,39%,3.02,40%,1.55,25%,25%,2.3
Jesse,Butler,1992,2.61,14%,7.83,40%,0,0%,0%,0
Raphael,Butler,1984,4.69,45%,0.94,91%,0,0%,100%,14.1
Ian,Butler,,2.09,14%,6.69,36%,0,0%,50%,0
Goldman,Butler,,0,0%,0,0%,0,0%,0%,0
Todd,Butler,,0,0%,0,0%,0,0%,0%,0
Jason,Butcher,1984,1.82,40%,2.73,25%,13.64,50%,0%,0
Eduardo,Bustillos,1987,2.61,59%,6.22,35%,0,0%,100%,0
Nick,Bustamante,,0,0%,0,0%,0,0%,0%,0
Murilo,Bustamante,1966,1.33,32%,1.9,60%,2.46,33%,54%,1.2
Dakota,Bush,1994,2.77,38%,4.42,41%,2.4,33%,0%,0
Bubba,Bush,1985,0.63,55%,7.01,25%,2.82,50%,60%,0
George,Bush,,6.35,64%,2.31,55%,17.31,66%,0%,0
Martin,Buschkamp,1991,0,0%,0,0%,0,0%,0%,0
Nah-Shon,Burrell,1990,4.83,47%,3.45,56%,0,0%,52%,0.3
Derrick,Burnsed,,0,0%,0,0%,0,0%,0%,0
Herbert,Burns,1988,1.61,51%,4.74,30%,3.92,75%,60%,3.3
Josh,Burns,1978,2.4,48%,5.73,32%,0,0%,100%,0
Gilbert,Burns,1986,3.36,48%,3.34,54%,1.95,35%,47%,0.5
Kevin,Burns,1980,2.74,38%,4.3,52%,0.28,50%,47%,0.8
Mikey,Burnett,1974,0,0%,0,0%,0,0%,0%,0
Mads,Burnell,1994,1.28,41%,2.71,51%,3.45,47%,22%,0.4
Justin,Burlinson,1997,1.24,40%,3.09,61%,0,0%,100%,9.3
Joshua,Burkman,1980,2.69,43%,3.13,51%,2.53,36%,72%,0.3
Shane,Burgos,1991,7.4,52%,6.78,56%,0.43,44%,91%,0.4
Felipe,Bunes,1989,0,0%,0,0%,0,0%,0%,0
Shawn,Bunch,1983,0,0%,1.55,55%,0,0%,50%,0
Josh,Bumgarner,,0,0%,0,0%,0,0%,0%,0
Lee Kwan,Bum,,0.71,14%,0,100%,0,0%,0%,0
Modestas,Bukauskas,1994,3.28,41%,3.87,50%,0,0%,71%,0
Paul,Buentello,1974,3.29,45%,3.83,52%,0.19,33%,39%,0.4
Mayra,Silva,1991,4.16,54%,4.71,57%,0.35,50%,68%,1.6
Francisco,Bueno,,0,0%,0,0%,0,0%,0%,0
Mike,Budnik,1974,0.65,52%,0.95,53%,0,0%,0%,3.4
Dylan,Budka,2000,1.47,66%,0.73,52%,2,28%,100%,1
Julia,Budd,1983,2.42,74%,1.18,47%,3.6,57%,83%,0
Martin,Buday,1991,5.62,52%,5.4,55%,0.3,50%,100%,0.3
Joaquin,Buckley,1994,3.87,33%,3.31,57%,1.51,36%,65%,0
Courtney,Buck,1982,1.49,28%,3.24,54%,0,0%,33%,0
Zak,Bucia,,0,0%,0,0%,0,0%,0%,0
Justin,Buchholz,1983,2.35,26%,4.14,51%,0,0%,33%,0.8
Lukasz,Brzeski,1992,5.08,48%,3.46,57%,0.64,50%,42%,0.6
Robert,Bryczek,1990,0,0%,0,0%,0,0%,0%,0
Dennis,Bryant,1985,10.56,59%,10.56,13%,0,0%,0%,0
Josh,Bryant,1980,1.1,20%,6.1,43%,0,0%,0%,0
Derek,Brunson,1984,3.51,47%,3.05,51%,3.14,33%,85%,0.6
Fernando,Bruno,1982,1.75,39%,1.78,48%,2.02,22%,56%,0.5
Steve,Bruno,1981,0.96,52%,3.38,36%,1.94,25%,46%,0.4
Cody,Brundage,1994,1.69,54%,2.52,43%,2.51,50%,73%,1.1
Justin,Bruckmann,,0.59,66%,5.91,16%,0,0%,33%,0
Jules,Bruchez,1977,0.69,50%,5.52,46%,0,0%,0%,0
Junie,Browning,1984,3.76,48%,1.76,66%,3.53,66%,0%,3.5
Travis,Browne,1982,2.93,41%,4.31,42%,1.21,68%,75%,0.2
Humberto,Morrison,1984,1.71,50%,2.19,62%,1.43,25%,0%,0
TJ,Brown,1990,3.37,44%,2.89,49%,3.41,57%,36%,1.3
Damien,Brown,1984,3.66,38%,4.86,50%,0.68,27%,53%,0.7
Randy,Brown,1990,4.38,47%,3.33,54%,0.8,39%,74%,0.5
Frederick,Brown,,0,0%,0,0%,0,0%,0%,0
Chris,Brown,,0,0%,0,0%,0,0%,0%,0
Terrell,Brown,1983,0,0%,0,0%,0,0%,0%,0
Todd,Brown,1976,2.15,45%,3.85,48%,0,0%,50%,0
Dominic,Brown,1982,0,0%,0,0%,0,0%,0%,0
Mike,Brown,1975,2.98,44%,2.45,60%,3.23,40%,66%,0.6
Matt,Brown,1981,3.76,55%,2.92,55%,1.68,46%,63%,1.3
Lee,Brousseau,1974,0,0%,0,0%,0,0%,0%,0
Rob,Broughton,1983,2.83,60%,2.54,51%,0,0%,26%,3.2
Jarred,Brooks,1993,2.12,46%,1.66,62%,4.54,57%,69%,0.6
Will,Brooks,1986,4.26,59%,2.54,56%,2.08,51%,82%,0.3
Jonathan,Brookins,1985,2.69,39%,3.63,56%,1.94,17%,80%,0.3
Mike,Bronzoulis,1979,1.13,34%,2.54,37%,0,0%,33%,0
Drew,Brokenshire,,0,0%,0,0%,0,0%,0%,0
Antwain,Britt,1978,1.46,39%,2.81,44%,1.56,40%,50%,0
Kaik,Brito,1997,2.8,38%,3.87,55%,0,0%,55%,2
Joanderson,Brito,1995,3.32,51%,2.62,47%,3.4,75%,50%,0.8
Marcelo,Brito,1977,0.6,20%,3.53,55%,0,0%,50%,0
Henry,Briones,1980,3.47,42%,4.68,53%,0,0%,52%,0.6
Aaron,Brink,1974,3.49,42%,5.71,57%,0,0%,0%,0
Marcus,Brimage,1985,3.97,35%,3.64,56%,0.56,100%,80%,0
Jason,Brilz,1975,2.66,40%,1.78,65%,2.37,25%,25%,1.3
Marcos,Brigagao,1996,3.07,43%,3.27,25%,0,0%,36%,0
Mack,Brewer,,0,0%,6.67,36%,0,0%,0%,0
Robert,Breslin,,2.21,46%,3.5,66%,1.38,100%,50%,0
Charlie,Brenneman,1981,1.52,56%,1.55,46%,4.23,42%,72%,0
Chris,Brennan,1971,0.6,40%,0.97,50%,0,0%,25%,2.1
Elves,Brener,1997,4.64,46%,5.05,55%,0.93,20%,85%,0
Tom,Breese,1991,3.34,50%,2.81,60%,0,0%,70%,1.1
Mike,Breeden,1989,5.75,45%,7.28,42%,0.98,30%,67%,0
Roman,Young,,0,0%,0,0%,0,0%,0%,0
Martin,Bravo,1993,7.66,39%,5.72,51%,2.6,35%,85%,0
Michael,Bravo,,0,0%,0,0%,0,0%,0%,0
Bruna,Brasil,1993,3.44,68%,3.94,53%,1.86,66%,53%,0
Diego,Brandao,1987,2.94,47%,3.38,62%,3.21,68%,80%,0.6
David,Branch,1981,1.66,39%,1.91,56%,2.55,32%,43%,0
Joe,Brammer,1983,2.15,31%,2.8,56%,0.81,50%,50%,0
Ramiz,Brahimaj,1992,2.47,41%,4.08,50%,1.9,66%,58%,2.4
Ebenezer Fontes,Braga,1969,2.42,50%,0.42,71%,0,0%,90%,0.6
Sean,Brady,1992,4.17,53%,3.86,62%,2.8,50%,87%,0.8
Paul,Bradley,1983,2.26,32%,4.13,56%,1.12,16%,100%,0
Kyle,Bradley,1982,1.99,40%,3.45,58%,0.65,50%,40%,0
Colley,Bradford,,0.43,25%,1.73,50%,19.42,50%,100%,0
Anvar,Boynazarov,1989,0,0%,7.83,29%,0,0%,0%,0
Ashe,Bowman,1976,2.43,42%,4.86,57%,0,0%,0%,0
Blake,Bowman,,0,0%,0,0%,0,0%,0%,0
Roger,Bowling,1982,3.9,47%,3.86,51%,3.09,43%,27%,0.9
Brian,Bowles,1980,2.36,26%,2.98,64%,1.39,70%,54%,1.4
Kyron,Bowen,1993,2.73,57%,2.05,40%,0,0%,0%,0
Melton,Bowen,1969,0,0%,0,0%,0,0%,0%,0
Tai,Bowden,,0,0%,0,0%,0,0%,0%,0
Jess,Bouscal,,0,0%,0,0%,0,0%,0%,0
Mike,Bourke,,0,0%,0,0%,0,0%,0%,0
Rich,Bouphanouvong,,0,0%,0,0%,0,0%,0%,0
Roy,Boughton,,0,0%,0,0%,0,0%,0%,0
Gregory,Bouchelaghem,,0.27,21%,1.53,36%,0,0%,50%,0
Francois,Botha,1968,0,0%,1.05,77%,0,0%,0%,0
Poliana,Botelho,1988,2.9,58%,2.8,54%,0.85,57%,76%,0
Chris,Bostick,,0,0%,0,0%,0,0%,0%,0
Marcus,Bossett,,0,0%,0,0%,0,0%,0%,0
Steve,Bosse,1981,5.99,52%,5.38,50%,0.92,33%,100%,0
Tanner,Boser,1991,4.7,52%,2.75,58%,0,0%,63%,0
Viacheslav,Borshchev,1992,5.82,58%,4.07,56%,0,0%,36%,0
Zachary,Borrego,1996,0,0%,1.94,33%,0,0%,0%,0
Caio,Borralho,1993,2.73,58%,1.98,60%,2.16,63%,57%,0.5
Calen,Born,1988,0,0%,0,0%,0,0%,0%,0
Kevin,Borjas,1997,5.4,41%,6.63,49%,0,0%,56%,0
Igor,Borisov,,0,0%,0,0%,0,0%,0%,0
Ray,Borg,1993,1.52,52%,1.93,48%,3.89,50%,46%,1
Rogerio,Bontorin,1992,2.63,52%,3.27,50%,2.9,60%,51%,1
Stephan,Bonnar,1977,2.76,38%,3.01,52%,1.32,40%,60%,1
Marcos,Bonilla,,0.47,12%,0.47,94%,0,0%,0%,0
Jesse,Bongfeldt,1980,2.91,62%,1.01,50%,1.51,33%,33%,0
Ismael,Bonfim,1995,4.91,57%,2.66,76%,1.11,28%,81%,0
Gabriel,Bonfim,1997,4.87,40%,5.25,59%,4.75,71%,100%,3.8
Tony,Bonello,,0.62,33%,12.62,10%,0,0%,0%,0
Luc,Bondole,,3.35,51%,2.04,62%,0,0%,0%,1.8
Denys,Bondar,1992,4.89,45%,6.42,56%,2.75,50%,62%,0
Kyle,Bolt,,7.27,52%,7.27,45%,0,0%,0%,0
Gaston,Bolanos,1992,4.2,49%,1.13,56%,0,0%,40%,0
Kotetsu,Boku,1977,2.47,42%,2.8,53%,0,0%,0%,0
Mandy,Bohm,1989,2.51,45%,3.24,60%,0.72,18%,75%,0.7
Jerry,Bohlander,1974,0,0%,0,0%,0,0%,0%,0
Derek,Bohi,,0,0%,0,0%,0,0%,0%,0
Roman,Bogatov,1990,3.33,42%,4.4,44%,1,9%,50%,0
Jay,Bogan,,0,0%,0,0%,0,0%,0%,0
Galore,Bofando,1982,3.63,45%,3.63,54%,2.37,100%,50%,0
Tim,Boetsch,1981,2.93,50%,2.9,57%,1.45,34%,59%,0.8
Jeremy,Boczulak,,0,0%,0,0%,0,0%,0%,0
James,Bochnovic,1989,0.65,26%,3.64,21%,0,0%,0%,0
Kyle,Bochniak,1987,2.63,31%,5.11,58%,1.14,15%,62%,0
Mark,Bocek,1981,2.34,43%,2.32,60%,3.65,36%,31%,1.3
Dan,Bobish,1970,2.06,44%,1.74,34%,2.44,42%,0%,1.6
Dashawn,Boatwright,1988,0,0%,52.5,12%,0,0%,0%,0
Byron,Bloodworth,1983,1.82,28%,5.18,50%,0,0%,0%,0
Arlene,Blencowe,1983,2.31,43%,2.1,43%,0,0%,55%,0.6
Tereza,Bleda,2001,3.02,53%,1.86,46%,1.81,27%,83%,0.7
Curtis,Blaydes,1991,3.56,49%,1.89,59%,5.93,53%,33%,0
David,Blanco,,0,0%,0,0%,0,0%,0%,0
Maximo,Blanco,1983,4.11,44%,3.19,66%,1.85,36%,63%,0.3
Erin,Blanchfield,1999,5.58,52%,3.32,62%,2.86,36%,83%,1.2
Da'Mon,Blackshear,1994,4.28,47%,4.09,48%,2.34,37%,66%,0.8
Sherrard,Blackledge,1993,3.7,49%,3.13,55%,4,33%,42%,0
Tom,Blackledge,,2.91,61%,2.55,46%,0,0%,75%,0
Jason,Blackford,,0,0%,0,0%,0,0%,0%,0
Brad,Blackburn,1977,4.55,35%,3.59,65%,0.93,50%,76%,0.7
Jason,Black,1972,1.06,47%,2.6,45%,0.48,33%,28%,6.2
Jan,Blachowicz,1983,3.41,50%,2.91,53%,1.09,50%,68%,0.3
Simon,Biyong,1991,0,0%,0,0%,0,0%,0%,0
Davi,Bittencourt,1994,4.15,66%,1.51,46%,14.15,33%,0%,0
Caio,Bittencourt,1991,0.29,16%,0.57,33%,0,0%,0%,0
Amaury,Bitetti,,0,0%,0,0%,0,0%,0%,0
Michael,Bisping,1979,4.33,38%,2.71,65%,1.05,43%,63%,0.3
Chris,Birchler,1987,9.35,46%,14.83,35%,0,0%,0%,0
Anthony,Birchak,1986,3.93,36%,3.67,56%,0.48,14%,61%,0.5
Scott,Bills,,0,0%,0,0%,0,0%,0%,0
Jeremiah,Billington,1977,1.6,62%,7.06,35%,0,0%,50%,0
Jonas,Bilharinho,1990,3.71,60%,3.36,57%,0,0%,100%,0
Blake,Bilder,1990,4.96,50%,4.54,56%,0.45,10%,100%,0.9
David,Bielkheden,1979,1.11,57%,1.64,54%,2.65,63%,14%,0
Bibulatov,Magomed,1988,3.6,51%,1.83,52%,2.85,40%,75%,0
KB,Bhullar,1991,4.31,49%,5.39,45%,0,0%,0%,0
Arjan,Bhullar,1986,2.33,56%,3.25,59%,1.73,75%,100%,0
Fernando,Bettega,1980,0,0%,0,0%,0,0%,0%,0
Khadzhi,Bestaev,1988,6.15,29%,10,43%,0,0%,0%,0
Matt,Bessette,1984,4.36,41%,4.45,58%,0.64,28%,61%,0.3
Scott,Bessac,,0,0%,0,0%,0,0%,0%,0
Anton,Berzin,1989,4.4,46%,6.8,67%,2,28%,0%,1
Allen,Berube,1974,0.92,80%,0.92,33%,6.87,100%,0%,3.4
Edson,Berto,1983,1.76,36%,4.62,47%,5.47,40%,0%,2.7
Dieusel,Berto,,0,0%,0,0%,0,0%,0%,0
Keith,Berry,1987,0.27,12%,6.27,28%,0,0%,0%,0
Dave,Berry,,0,0%,0,0%,0,0%,0%,0
Talita,Bernardo,1987,3.12,42%,4.04,55%,1.62,22%,28%,0.5
Manny,Bermudez,1994,2.92,61%,2.68,46%,3.06,54%,0%,3.1
Dennis,Bermudez,1986,4.42,46%,3.07,59%,3.89,40%,82%,1.1
Keith,Berish,1985,3.58,36%,4.81,62%,1.76,40%,0%,0
Bret,Bergmark,1973,2.78,52%,2.78,37%,4.17,100%,50%,4.2
Kenneth,Bergh,1989,4.56,75%,1.27,28%,0,0%,0%,0
Steve,Berger,1973,1,27%,3.26,36%,0.84,40%,16%,1.7
Len,Bentley,1982,0,0%,0,0%,0,0%,0%,0
Pat,Benson,,0,0%,0,0%,0,0%,0%,0
Ryan,Benoit,1989,2.88,39%,3.65,58%,0.28,22%,72%,0.4
Joe,Benoit,1982,0,0%,0,100%,0,0%,0%,0
Lance,Benoist,1988,3.68,51%,2.7,56%,1.5,33%,61%,0
DeAnna,Bennett,1984,3.13,58%,3.27,58%,0,0%,0%,1
Josh,Bennett,,2.9,40%,5.8,43%,1.5,100%,100%,0
Charles,Bennett,1979,1.39,39%,1.35,64%,2.02,100%,36%,2
Gabriel,Benitez,1988,4.79,41%,4.05,65%,0.27,50%,58%,1.1
Karla,Benitez,,0,0%,2.4,57%,0,0%,100%,0
Dave,Beneteau,,0,0%,0,0%,0,0%,0%,0
Mike,Bencic,,0,0%,3.32,53%,0,0%,0%,0
Joseph,Benavidez,1984,3.52,34%,2.67,61%,1.41,30%,62%,0.6
Marco,Beltran,1986,2.07,37%,1.93,63%,0.7,50%,46%,0.2
Joey,Beltran,1981,4.92,36%,5.27,54%,0.48,18%,75%,0
Danilo,Belluardo,1994,1.52,61%,4.79,41%,3.5,100%,50%,0
Rodolfo,Bellato,1996,5.39,62%,4.9,45%,0.82,25%,100%,0.8
Yousri,Belgaroui,1987,2.2,47%,3.2,51%,0,0%,75%,0
Vitor,Belfort,1977,1.59,46%,2.83,50%,1.02,60%,53%,0.6
Alan,Belcher,1984,2.7,41%,3.1,59%,0.44,26%,55%,0.9
Diana,Belbita,1996,6.59,42%,6.43,51%,0.97,62%,69%,0
Mirsad,Bektic,1991,2.43,41%,1.8,57%,3.98,52%,92%,0.4
Allan,Begosso,1995,1.8,40%,7.73,34%,0,0%,25%,2
Lyle,Beerbohm,1979,1.98,55%,1.61,54%,2.1,23%,64%,0.3
Chase,Beebe,1985,2.17,38%,1.64,69%,2.49,42%,41%,0.9
Rolando,Bedoya,1997,8.7,55%,6.83,52%,0,0%,0%,0
Johnny,Bedford,1983,4.53,50%,1.75,63%,1.83,62%,62%,0
Eric,Bedard,1984,6.37,35%,8.54,52%,0,0%,0%,0
Jeff,Bedard,1970,0.8,51%,0,100%,3.43,66%,100%,2.6
Ariel,Beck,1990,4.44,34%,4.31,64%,0,0%,0%,0
Salvador,Becerra,,4.57,31%,3.83,58%,0,0%,66%,0
Rudy,Bears,,1.27,29%,2.53,50%,0,0%,0%,0
Donovan,Beard,1989,0,0%,5.77,28%,0,0%,0%,0
Chris,Beal,1985,3.45,35%,3.18,61%,1.6,58%,78%,0.2
Mario,Bautista,1993,5.32,51%,4.2,53%,2.72,50%,56%,1.3
Alan,Baudot,1988,5.36,58%,4.82,46%,0,0%,62%,0
Bryan,Battle,1994,4.52,54%,3.73,42%,0.94,25%,45%,0.6
Michel,Batista,1984,0,0%,4.03,40%,6.72,50%,0%,0
Shayna,Baszler,1980,2.49,30%,6.36,51%,0.67,18%,44%,1.3
Ryan,Bastianelli,,0,0%,0,0%,0,0%,0%,0
Sean,Bassett,,0,0%,0,0%,0,0%,0%,0
Stephen,Bass,1982,4.87,52%,5.87,55%,0,0%,0%,0
Farid,Basharat,1997,5.2,63%,2.34,58%,3.5,53%,83%,0.4
Javid,Basharat,1995,5.65,61%,2.5,63%,2.09,50%,85%,0.2
Enrique,Barzola,1989,3.91,41%,2.97,68%,4.2,45%,66%,0.3
Dean,Barry,1992,9.31,40%,4.66,51%,0,0%,100%,0
Pat,Barry,1979,2.72,52%,3.54,59%,0,0%,76%,0.2
Francimar,Barroso,1980,2.77,52%,3.07,59%,2.22,24%,83%,0
Ricardo,Barros,1976,0,0%,8.22,31%,0,0%,100%,0
Alexandre,Barros,1976,0.98,40%,4.05,36%,1.84,50%,100%,0
David,Barrios,,0,0%,0,0%,0,0%,0%,0
Marc-Andre,Barriault,1990,5.95,47%,5.22,53%,0.24,25%,67%,0.1
Peter,Barrett,1986,4.18,61%,4.32,42%,1.39,22%,66%,0
Jose,Barreto,,0,0%,0,0%,0,0%,0%,0
Carlos,Barreto,,0,0%,0,0%,0,0%,0%,0
Dan,Barrera,1980,0.8,70%,1.2,28%,1,8%,0%,0
Phil,Baroni,1976,2.77,45%,3.93,40%,1.46,47%,60%,0.5
David,Baron,1973,1.17,30%,2.1,56%,0,0%,14%,0.7
Chris,Barnhizer,,0,0%,0,0%,0,0%,0%,0
Chris,Barnett,1986,4.41,48%,5.87,40%,0,0%,33%,0
Josh,Barnett,1977,3.2,50%,2.11,57%,1.26,55%,55%,1.4
Shonte,Barnes,1987,2.32,38%,1.55,67%,0,0%,60%,0
Nick,Barnes,,2.86,29%,8.93,51%,5.36,100%,100%,5.4
James,Barnes,1982,0.57,34%,3.02,39%,1.08,16%,40%,0
Luke,Barnatt,1988,4.43,36%,3.87,59%,0.63,42%,63%,0.4
Danny,Barlow,1995,12.15,57%,5.32,61%,0,0%,0%,0
Daniel,Barez,1988,3.8,53%,5.32,55%,4.07,31%,91%,1.6
Raoni,Barcelos,1987,5.38,51%,5.03,61%,1.8,37%,90%,0.4
Edson,Barboza,1986,4.18,45%,4.34,57%,0.48,50%,75%,0.1
Dione,Barbosa,1992,0.87,50%,0.65,66%,3.27,100%,0%,9.8
Bryan,Barberena,1989,5.53,48%,4.74,44%,0.14,22%,49%,0.3
Maycee,Barber,1998,4.6,52%,2.72,54%,1.14,35%,45%,0.1
Junior,Barata,1982,4.03,33%,8.46,34%,0,0%,0%,0
Renan,Barao,1987,3.78,36%,3.9,57%,1.49,41%,91%,0.5
Antonio,Banuelos,1979,2.69,33%,3.15,58%,1.62,62%,86%,0.4
Shauna,Bannon,1993,3.6,37%,3.73,37%,0,0%,33%,0
Yohan,Banks,,0,0%,0,0%,0,0%,0%,0
Tae Hyun,Bang,1983,2.72,38%,2.07,66%,0.49,33%,57%,0.5
Humberto,Bandenay,1994,2.22,41%,4.79,41%,2.9,46%,62%,0.5
Marcin,Bandel,1989,0.79,50%,5.26,23%,0,0%,0%,0
Stephen,Banaszak,1990,4.2,47%,1.15,66%,0,0%,100%,1.9
Oluwale,Bamgbose,1987,2.45,48%,2.7,55%,0.94,33%,37%,0
,Balajin,1992,1.4,33%,2.73,50%,2,20%,66%,0
Jin,Bala,,0,0%,0,0%,0,0%,0%,0
Bryan,Baker,1985,1.78,52%,2.83,45%,0.44,50%,37%,0.9
Scott,Baker,,0,0%,0,0%,0,0%,0%,0
Jordan,Bailey,,1.74,40%,0.29,0%,4.35,100%,0%,4.3
Shamar,Bailey,1982,1.56,20%,3.91,69%,1.5,33%,37%,0
Bahatebole,Batebolati,1997,4.34,47%,4.62,64%,2.04,100%,100%,0
Ignacio,Bahamondes,1997,6.97,46%,4.36,57%,0,0%,85%,0.4
Siyar,Bahadurzada,1984,2.91,40%,3.23,49%,1.32,61%,62%,0.3
